probe_id,seed,n_slice,condition,topic,pipeline_rank,cosine_rank,pipeline_hit_at_k,cosine_hit_at_k,s4_contradiction_emitted,anti_hits_count,hint_kinds,pipeline_top1_text
post-0040-13,13,0,post_flip,ceo_name,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0041-13,13,0,post_flip,ceo_name,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0042-13,13,0,post_flip,budget_ceiling,2,2,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Q3 budget ceiling is $50k.
post-0043-13,13,0,post_flip,conference_city,2,2,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Annual conference will be in Berlin.
post-0044-13,13,0,post_flip,supplier_name,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0045-13,13,0,post_flip,supplier_name,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0046-13,13,0,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0047-13,13,0,post_flip,supplier_name,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0048-13,13,0,post_flip,budget_ceiling,2,2,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Q3 budget ceiling is $50k.
post-0049-13,13,0,post_flip,launch_date,2,2,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",The product launches on 2026-06-01.
hist-0000-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0001-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Q3 budget ceiling is $50k.
hist-0002-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Conference venue changed: it will be in Lisbon.
hist-0003-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0004-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0005-13,13,0,historical_verbatim,price_usd,4,19,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0006-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0007-13,13,0,historical_verbatim,supplier_name,3,41,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0008-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Q3 budget ceiling is $50k.
hist-0009-13,13,0,historical_verbatim,budget_ceiling,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Q3 budget ceiling is $50k.
hist-0010-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0011-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0012-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0013-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0014-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0015-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0016-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0017-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0018-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0019-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0020-13,13,0,historical_verbatim,supplier_name,3,41,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0021-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0022-13,13,0,historical_verbatim,supplier_name,3,41,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0023-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0024-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0025-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0026-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Conference venue changed: it will be in Lisbon.
hist-0027-13,13,0,historical_verbatim,api_version,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0028-13,13,0,historical_verbatim,api_version,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0029-13,13,0,historical_verbatim,conference_city,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Conference venue changed: it will be in Lisbon.
hist-0030-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0031-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0032-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0033-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0034-13,13,0,historical_verbatim,ceo_name,2,3,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
hist-0035-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
hist-0036-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0037-13,13,0,historical_verbatim,price_usd,4,19,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0038-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0039-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0040-13,13,0,historical_verbatim,api_version,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0041-13,13,0,historical_verbatim,dependency_lib,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",We use OpenSSL for crypto.
hist-0042-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0043-13,13,0,historical_verbatim,api_version,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",API rolled forward to version 3.0.
hist-0044-13,13,0,historical_verbatim,supplier_name,3,41,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0045-13,13,0,historical_verbatim,price_usd,4,19,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Pricing updated: annual subscription is now $349.
hist-0046-13,13,0,historical_verbatim,supplier_name,3,41,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Switched supplier: components now from Northwind Manufacturing.
hist-0047-13,13,0,historical_verbatim,bug_fix_eta,3,22,1,0,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema",Fix ETA revised: week 18.
hist-0048-13,13,0,historical_verbatim,launch_date,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Correction: launch moved to 2026-09-01.
hist-0049-13,13,0,historical_verbatim,hq_city,2,3,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema","Headquarters relocated to Boulder, Colorado."
post-0000-13,13,1,post_flip,launch_date,2,2,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",The product launches on 2026-06-01.
post-0001-13,13,1,post_flip,ceo_name,1,1,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",Update: the actual CEO is Marcus Chen.
post-0002-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0003-13,13,1,post_flip,supplier_name,2,2,1,1,1,3,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema,provisional_schema",We source components from Acme Industries.
post-0004-13,13,1,post_flip,conference_city,2,2,1,1,1,0,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction",Annual conference will be in Berlin.
post-0005-13,13,1,post_flip,hq_city,2,2,1,1,1,2,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema,provisional_schema","Headquarters in Austin, Texas."
post-0006-13,13,1,post_flip,launch_date,2,2,1,1,1,1,"s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,s4_contradiction,provisional_schema",The product launches on 2026-06-01.
